OTU ,Taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species
2338,"d:Eukaryota(0.9446),p:Ochrophyta(0.3402),c:Diatomea(0.2288),o:Coscinodiscophytina(0.0201),f:Fragilariales(0.0084),g:Licmophora(0.0019)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
2339,"d:Eukaryota(1.0000),p:Basidiomycota(0.2392),c:Agaricomycetes(0.1337),o:Hymenochaetales(0.0252),f:Rickenellaceae(0.0117),g:Resinicium(0.0032)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Resinicium,
2340,"d:Eukaryota(0.2890),p:Discosea(0.0265),c:Longamoebia(0.0115),o:Centramoebida(0.0046),f:Unknown_Family_1002759(0.0006),g:Acanthamoeba(0.0009)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
2341,"d:Eukaryota(0.4246),p:Phragmoplastophyta(0.0658),c:Embryophyta(0.0326),o:Cucurbitales(0.0067),f:Unknown_Family_1002912(0.0016),g:Begonia(0.0011)",Eukaryota,Phragmoplastophyta,Embryophyta,Cucurbitales,Unknown_Family_1002912,Begonia,
2342,"d:Eukaryota(0.3342),p:Phragmoplastophyta(0.0265),c:Embryophyta(0.0115),o:Cucurbitales(0.0046),f:Unknown_Family_1002912(0.0006),g:Begonia(0.0009)",Eukaryota,Phragmoplastophyta,Embryophyta,Cucurbitales,Unknown_Family_1002912,Begonia,
2343,"d:Eukaryota(0.3342),p:Mollusca(0.0392),c:Gastropoda(0.0171),o:Caenogastropoda(0.0056),f:Unknown_Family_1003512(0.0010),g:Unknown_Genus_1001409(0.0010)",Eukaryota,Mollusca,Gastropoda,Caenogastropoda,Unknown_Family_1003512,Unknown_Genus_1001409,
2344,"d:Eukaryota(0.6959),p:Cryptomonadales(0.1325),c:Unknown_Class_1003091(0.0715),o:Unknown_Order_1003092(0.0134),f:Unknown_Family_1003093(0.0050),g:Teleaulax(0.0015)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
2345,"d:Eukaryota(0.6507),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0715),o:Cantharellales(0.0123),f:Botryobasidiaceae(0.0044),g:Botryobasidium(0.0014)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,
2346,"d:Eukaryota(0.5829),p:Discosea(0.1058),c:Longamoebia(0.0559),o:Centramoebida(0.0112),f:Unknown_Family_1002759(0.0039),g:Acanthamoeba(0.0013)",Eukaryota,Discosea,Longamoebia,Centramoebida,Unknown_Family_1002759,Acanthamoeba,
2347,"d:Eukaryota(0.7864),p:Ochrophyta(0.1592),c:Diatomea(0.0870),o:Bacillariophytina(0.0156),f:Bacillariophyceae(0.0061),g:Nitzschia(0.0016)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2348,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0056),g:Discocephalus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Discocephalus,
2349,"d:Eukaryota(0.8994),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0178),f:Gymnodinium_clade(0.0073),g:Gymnodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
2350,"d:Eukaryota(0.7638),p:Arthropoda(0.1725),c:Arachnida(0.0948),o:Araneae(0.0167),f:Unknown_Family_1003336(0.0067),g:Unknown_Genus_1001216(0.0017)",Eukaryota,Arthropoda,Arachnida,Araneae,Unknown_Family_1003336,Unknown_Genus_1001216,
2351,"d:Eukaryota(0.4699),p:Ochrophyta(0.0792),c:Diatomea(0.0404),o:Bacillariophytina(0.0078),f:Bacillariophyceae(0.0021),g:Fragilariopsis(0.0012)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2352,"d:Eukaryota(1.0000),p:Ochrophyta(0.6945),c:Diatomea(0.6316),o:Bacillariophytina(0.2323),f:Bacillariophyceae(0.1223),g:Nitzschia(0.0387)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2353,"d:Eukaryota(1.0000),p:Annelida(0.4600),c:Polychaeta(0.3431),o:Terebellida(0.2495),f:Unknown_Family_1003328(0.1315),g:Unknown_Genus_1001209(0.0426)",Eukaryota,Annelida,Polychaeta,Terebellida,Unknown_Family_1003328,Unknown_Genus_1001209,
2354,"d:Eukaryota(1.0000),p:Basidiomycota(0.8451),c:Tremellomycetes(0.6316),o:Tremellales(0.5718),f:Tremellaceae(0.1410),g:Cryptococcus(0.0466)",Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Cryptococcus,
2355,"d:Eukaryota(0.4246),p:Dinoflagellata(0.0525),c:SCM28C5(0.0248),o:Unknown_Order_1003873(0.0067),f:Unknown_Family_1003874(0.0016),g:Unknown_Genus_1001789(0.0011)",Eukaryota,Dinoflagellata,SCM28C5,Unknown_Order_1003873,Unknown_Family_1003874,Unknown_Genus_1001789,
2356,"d:Eukaryota(0.3116),p:Florideophycidae(0.0225),c:Corallinophycidae(0.0097),o:Unknown_Order_1003045(0.0039),f:Unknown_Family_1003046(0.0005),g:Lithothamnion(0.0008)",Eukaryota,Florideophycidae,Corallinophycidae,Unknown_Order_1003045,Unknown_Family_1003046,Lithothamnion,
2357,"d:Eukaryota(0.8542),p:Basidiomycota(0.1858),c:Agaricomycetes(0.1026),o:Cantharellales(0.0167),f:Hydnaceae(0.0067),g:Hydnum(0.0017)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
2358,"d:Eukaryota(0.5829),p:Unknown_Phylum_1002968(0.1058),c:Trebouxiophyceae(0.0559),o:Microthamniales(0.0100),f:Unknown_Family_1003014(0.0033),g:Dictyochloropsis(0.0013)",Eukaryota,Unknown_Phylum_1002968,Trebouxiophyceae,Microthamniales,Unknown_Family_1003014,Dictyochloropsis,
2359,"d:Eukaryota(1.0000),p:Ochrophyta(0.4942),c:Diatomea(0.3757),o:Coscinodiscophytina(0.1287),f:Fragilariales(0.0670),g:Licmophora(0.0180)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
2360,"d:Eukaryota(0.8994),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Unknown_Family_1003853(0.0073),g:Gyrodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2361,"d:Eukaryota(0.6959),p:Ascomycota(0.1325),c:Sordariomycetes(0.0715),o:Sordariales(0.0134),f:Unknown_Family_1003777(0.0050),g:Unknown_Genus_1001664(0.0015)",Eukaryota,Ascomycota,Sordariomycetes,Sordariales,Unknown_Family_1003777,Unknown_Genus_1001664,
2362,"d:Eukaryota(1.0000),p:Florideophycidae(0.7719),c:Corallinophycidae(0.6316),o:Unknown_Order_1003045(0.5718),f:Unknown_Family_1003046(0.5711),g:Mesophyllum(0.1114)",Eukaryota,Florideophycidae,Corallinophycidae,Unknown_Order_1003045,Unknown_Family_1003046,Mesophyllum,
2363,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Discocephalus(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Discocephalus,
2364,"d:Eukaryota(1.0000),p:Arthropoda(0.7100),c:Insecta(0.6316),o:Mecoptera(0.2803),f:Unknown_Family_1003414(0.1504),g:Unknown_Genus_1001289(0.0507)",Eukaryota,Arthropoda,Insecta,Mecoptera,Unknown_Family_1003414,Unknown_Genus_1001289,
2365,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.4600),c:Ulvophyceae(0.2941),o:Unknown_Order_1003017(0.1977),f:Unknown_Family_1003018(0.1038),g:Unknown_Genus_1001105(0.0328)",Eukaryota,Unknown_Phylum_1002968,Ulvophyceae,Unknown_Order_1003017,Unknown_Family_1003018,Unknown_Genus_1001105,
2366,"d:Eukaryota(0.7185),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2367,"d:Eukaryota(0.8994),p:Dinoflagellata(0.1858),c:Dinophyceae(0.1026),o:Gymnodiniphycidae(0.0178),f:Gymnodinium_clade(0.0073),g:Gymnodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Gymnodinium,
2368,"d:Eukaryota(0.8994),p:Cryptomonadales(0.2125),c:Unknown_Class_1003091(0.1181),o:Unknown_Order_1003092(0.0201),f:Unknown_Family_1003093(0.0084),g:Teleaulax(0.0019)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,Teleaulax,
2369,"d:Eukaryota(0.9446),p:Ochrophyta(0.2546),c:Diatomea(0.1259),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0018)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2370,"d:Eukaryota(0.6959),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2371,"d:Eukaryota(0.9220),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Peridiniphycidae(0.0189),f:Gonyaulacales(0.0078),g:Pyrodinium(0.0018)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Gonyaulacales,Pyrodinium,
2372,"d:Eukaryota(0.8768),p:Ciliophora(0.1858),c:Intramacronucleata(0.1026),o:Spirotrichea(0.0178),f:Oligotrichia(0.0073),g:Strombidium(0.0017)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Oligotrichia,Strombidium,
2373,"d:Eukaryota(1.0000),p:Ochrophyta(0.5899),c:Diatomea(0.5217),o:Coscinodiscophytina(0.2150),f:Fragilariales(0.1131),g:Thalassionema(0.0357)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Thalassionema,
2374,"d:Eukaryota(1.0000),p:Ochrophyta(0.2888),c:Diatomea(0.1798),o:Bacillariophytina(0.0252),f:Bacillariophyceae(0.0117),g:Nitzschia(0.0019)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2375,"d:Eukaryota(1.0000),p:Protalveolata(0.3402),c:Syndiniales(0.2288),o:Unknown_Order_1003905(0.1287),f:Unknown_Family_1003906(0.0670),g:Amoebophrya(0.0210)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
2376,"d:Eukaryota(1.0000),p:Ochrophyta(0.4771),c:Diatomea(0.3594),o:Bacillariophytina(0.1115),f:Bacillariophyceae(0.0578),g:Nitzschia(0.0150)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2377,"d:Eukaryota(0.3794),p:Ochrophyta(0.0392),c:Diatomea(0.0171),o:Bacillariophytina(0.0056),f:Bacillariophyceae(0.0010),g:Fragilariopsis(0.0010)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Fragilariopsis,
2378,"d:Eukaryota(0.8768),p:Ochrophyta(0.2717),c:Diatomea(0.1635),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Nitzschia(0.0017)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2379,"d:Eukaryota(0.7638),p:Cnidaria(0.1458),c:Hydrozoa(0.0793),o:Narcomedusae(0.0145),f:Unknown_Family_1003276(0.0056),g:Unknown_Genus_1001573(0.0015)",Eukaryota,Cnidaria,Hydrozoa,Narcomedusae,Unknown_Family_1003276,Unknown_Genus_1001573,
2380,"d:Eukaryota(0.8768),p:Arthropoda(0.1858),c:Arachnida(0.1026),o:Araneae(0.0178),f:Unknown_Family_1003336(0.0073),g:Unknown_Genus_1001216(0.0017)",Eukaryota,Arthropoda,Arachnida,Araneae,Unknown_Family_1003336,Unknown_Genus_1001216,
2381,"d:Eukaryota(0.8542),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Suessiaceae(0.0067),g:Unknown_Genus_1001773(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
2382,"d:Eukaryota(0.7185),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Unknown_Family_1003834(0.0056),g:Unknown_Genus_1001751(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
2383,"d:Eukaryota(1.0000),p:Ochrophyta(0.4771),c:Diatomea(0.3431),o:Coscinodiscophytina(0.0769),f:Fragilariales(0.0394),g:Thalassionema(0.0121)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Thalassionema,
2384,"d:Eukaryota(1.0000),p:Protalveolata(0.5899),c:Syndiniales(0.5773),o:Unknown_Order_1003905(0.4808),f:Unknown_Family_1003906(0.4048),g:Amoebophrya(0.4711)",Eukaryota,Protalveolata,Syndiniales,Unknown_Order_1003905,Unknown_Family_1003906,Amoebophrya,
2385,"d:Eukaryota(0.7638),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0061),g:Prodiscocephalus(0.0016)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Prodiscocephalus,
2386,"d:Eukaryota(1.0000),p:Cnidaria(0.6658),c:Hydrozoa(0.4014),o:Siphonophorae(0.2495),f:Unknown_Family_1003272(0.1315),g:Unknown_Genus_1001570(0.0426)",Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,Unknown_Family_1003272,Unknown_Genus_1001570,
2387,"d:Eukaryota(0.8994),p:Dinoflagellata(0.1992),c:Dinophyceae(0.1104),o:Gymnodiniphycidae(0.0189),f:Unknown_Family_1003853(0.0078),g:Gyrodinium(0.0018)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2388,"d:Eukaryota(1.0000),p:Ciliophora(0.4086),c:Intramacronucleata(0.2941),o:Spirotrichea(0.1977),f:Hypotrichia(0.0394),g:Pseudoamphisiella(0.0121)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Pseudoamphisiella,
2389,"d:Eukaryota(0.4925),p:Ciliophora(0.0792),c:Intramacronucleata(0.0404),o:Spirotrichea(0.0089),f:Hypotrichia(0.0027),g:Unknown_Genus_1001753(0.0012)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2390,"d:Eukaryota(0.6959),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Cantharellales(0.0145),f:Hydnaceae(0.0056),g:Hydnum(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
2391,"d:Eukaryota(0.6733),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:SL163A10(0.0123),f:Unknown_Family_1003863(0.0044),g:Unknown_Genus_1001783(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
2392,"d:Eukaryota(1.0000),p:Ciliophora(0.7900),c:Intramacronucleata(0.8222),o:Spirotrichea(0.8014),f:Hypotrichia(0.2124),g:Neourostylopsis(0.0588)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Neourostylopsis,
2393,"d:Eukaryota(0.5151),p:Ciliophora(0.0925),c:Intramacronucleata(0.0482),o:Spirotrichea(0.0100),f:Euplotia(0.0027),g:Diophrys(0.0012)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2394,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Gymnodinium_clade(0.0067),g:Erythropsidinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Erythropsidinium,
2395,"d:Eukaryota(0.5829),p:Apicomplexa(0.1058),c:Aconoidasida(0.0559),o:Piroplasmorida(0.0112),f:Unknown_Family_1003818(0.0039),g:Theileria(0.0013)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
2396,"d:Eukaryota(0.7411),p:Ochrophyta(0.1458),c:Diatomea(0.0793),o:Coscinodiscophytina(0.0145),f:Fragilariales(0.0056),g:Licmophora(0.0015)",Eukaryota,Ochrophyta,Diatomea,Coscinodiscophytina,Fragilariales,Licmophora,
2397,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Gymnodiniphycidae(0.0167),f:Suessiaceae(0.0067),g:Symbiodinium(0.0017)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Symbiodinium,
2398,"d:Eukaryota(1.0000),p:Ochrophyta(0.5284),c:Diatomea(0.3947),o:Bacillariophytina(0.1115),f:Bacillariophyceae(0.0578),g:Nitzschia(0.0180)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2399,"d:Eukaryota(0.4925),p:Cryptomonadales(0.0792),c:Unknown_Class_1003091(0.0404),o:Unknown_Order_1003092(0.0089),f:Unknown_Family_1003093(0.0027),g:uncultured_6216(0.0012)",Eukaryota,Cryptomonadales,Unknown_Class_1003091,Unknown_Order_1003092,Unknown_Family_1003093,uncultured_6216,
2400,"d:Eukaryota(0.5377),p:Apicomplexa(0.0925),c:Aconoidasida(0.0482),o:Piroplasmorida(0.0100),f:Unknown_Family_1003818(0.0033),g:Theileria(0.0013)",Eukaryota,Apicomplexa,Aconoidasida,Piroplasmorida,Unknown_Family_1003818,Theileria,
2401,"d:Eukaryota(1.0000),p:Cnidaria(0.3060),c:Anthozoa(0.1635),o:Actiniaria(0.0597),f:Unknown_Family_1003256(0.0302),g:Unknown_Genus_1001555(0.0091)",Eukaryota,Cnidaria,Anthozoa,Actiniaria,Unknown_Family_1003256,Unknown_Genus_1001555,
2402,"d:Eukaryota(0.7638),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Euplotia(0.0056),g:Discocephalus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Discocephalus,
2403,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Incertae_Sedis_9247(0.0061),g:Cochlodinium(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
2404,"d:Eukaryota(1.0000),p:Ciliophora(0.2392),c:Intramacronucleata(0.1337),o:Spirotrichea(0.0252),f:Hypotrichia(0.0090),g:Unknown_Genus_1001753(0.0019)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2405,"d:Eukaryota(0.6733),p:Dinoflagellata(0.1192),c:Dinophyceae(0.0637),o:Gymnodiniphycidae(0.0123),f:Suessiaceae(0.0044),g:Biecheleria(0.0014)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Biecheleria,
2406,"d:Eukaryota(1.0000),p:Basidiomycota(0.2546),c:Agaricomycetes(0.1472),o:Cantharellales(0.0424),f:Hydnaceae(0.0209),g:Hydnum(0.0062)",Eukaryota,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Hydnum,
2407,"d:Eukaryota(1.0000),p:Priapulida(0.2392),c:Unknown_Class_1003676(0.1337),o:Unknown_Order_1003677(0.0252),f:Tubiluchidae(0.0117),g:Unknown_Genus_1001545(0.0032)",Eukaryota,Priapulida,Unknown_Class_1003676,Unknown_Order_1003677,Tubiluchidae,Unknown_Genus_1001545,
2408,"d:Eukaryota(0.8316),p:Dinoflagellata(0.1725),c:Incertae_Sedis_9341(0.0948),o:Unknown_Order_1003865(0.0167),f:Unknown_Family_1003866(0.0067),g:Blastodinium(0.0017)",Eukaryota,Dinoflagellata,Incertae_Sedis_9341,Unknown_Order_1003865,Unknown_Family_1003866,Blastodinium,
2409,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2258),c:Dinophyceae(0.1259),o:Gymnodiniphycidae(0.0212),f:Unknown_Family_1003853(0.0090),g:Gyrodinium(0.0019)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2410,"d:Eukaryota(0.7185),p:Ochrophyta(0.1325),c:Diatomea(0.0715),o:Bacillariophytina(0.0134),f:Bacillariophyceae(0.0050),g:Nitzschia(0.0015)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2411,"d:Eukaryota(0.6959),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Hymenochaetales(0.0134),f:Rickenellaceae(0.0050),g:Skvortzovia(0.0015)",Eukaryota,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Skvortzovia,
2412,"d:Eukaryota(0.6959),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0134),f:Suessiaceae(0.0050),g:Unknown_Genus_1001773(0.0015)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Suessiaceae,Unknown_Genus_1001773,
2413,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3231),c:Dinophyceae(0.2125),o:Gymnodiniphycidae(0.1115),f:Unknown_Family_1003853(0.0578),g:Gyrodinium(0.0180)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2414,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Incertae_Sedis_9247(0.0061),g:Cochlodinium(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Incertae_Sedis_9247,Cochlodinium,
2415,"d:Eukaryota(0.7185),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:Uronychia(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uronychia,
2416,"d:Eukaryota(0.1534),p:Dinoflagellata(0.0103),c:Dinophyceae(0.0045),o:SL163A10(0.0018),f:Unknown_Family_1003863(0.0002),g:Unknown_Genus_1001783(0.0004)",Eukaryota,Dinoflagellata,Dinophyceae,SL163A10,Unknown_Family_1003863,Unknown_Genus_1001783,
2417,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Hypotrichia(0.0050),g:Uroleptus(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Uroleptus,
2418,"d:Eukaryota(0.9898),p:Dinoflagellata(0.2546),c:Dinophyceae(0.1472),o:Gymnodiniphycidae(0.0424),f:Unknown_Family_1003853(0.0209),g:Gyrodinium(0.0062)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2419,"d:Eukaryota(0.6055),p:Ochrophyta(0.1058),c:Diatomea(0.0559),o:Bacillariophytina(0.0112),f:Mediophyceae(0.0039),g:Chaetoceros(0.0013)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Mediophyceae,Chaetoceros,
2420,"d:Eukaryota(0.2438),p:Basidiomycota(0.0184),c:Tremellomycetes(0.0080),o:Tremellales(0.0032),f:Tremellaceae(0.0004),g:Tremella(0.0007)",Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Tremellaceae,Tremella,
2421,"d:Eukaryota(0.7411),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0056),g:Unknown_Genus_1001753(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Hypotrichia,Unknown_Genus_1001753,
2422,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0870),o:Peridiniphycidae(0.0156),f:Thoracosphaeraceae(0.0061),g:Tintinnophagus(0.0016)",Eukaryota,Dinoflagellata,Dinophyceae,Peridiniphycidae,Thoracosphaeraceae,Tintinnophagus,
2423,"d:Eukaryota(1.0000),p:Dinoflagellata(0.5113),c:Dinophyceae(0.3920),o:Gymnodiniphycidae(0.2912),f:Gymnodinium_clade(0.1599),g:Spiniferodinium(0.0547)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Gymnodinium_clade,Spiniferodinium,
2424,"d:Eukaryota(1.0000),p:Ochrophyta(0.4600),c:Diatomea(0.3431),o:Bacillariophytina(0.0769),f:Bacillariophyceae(0.0394),g:Nitzschia(0.0121)",Eukaryota,Ochrophyta,Diatomea,Bacillariophytina,Bacillariophyceae,Nitzschia,
2425,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.6278),c:Trebouxiophyceae(0.3431),o:Unknown_Order_1003009(0.2495),f:Unknown_Family_1003010(0.1315),g:Unknown_Genus_1001104(0.0426)",Eukaryota,Unknown_Phylum_1002968,Trebouxiophyceae,Unknown_Order_1003009,Unknown_Family_1003010,Unknown_Genus_1001104,
2426,"d:Eukaryota(0.6959),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Euplotia(0.0050),g:Diophrys(0.0015)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Euplotia,Diophrys,
2427,"d:Eukaryota(1.0000),p:Dinoflagellata(0.3744),c:Dinophyceae(0.2614),o:Gymnodiniphycidae(0.1460),f:Unknown_Family_1003853(0.0762),g:Gyrodinium(0.0239)",Eukaryota,Dinoflagellata,Dinophyceae,Gymnodiniphycidae,Unknown_Family_1003853,Gyrodinium,
2428,"d:Eukaryota(0.6507),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Spirotrichea(0.0134),f:Unknown_Family_1003834(0.0044),g:Unknown_Genus_1001751(0.0014)",Eukaryota,Ciliophora,Intramacronucleata,Spirotrichea,Unknown_Family_1003834,Unknown_Genus_1001751,
2429,"d:Eukaryota(0.2212),p:Basidiomycota(0.0184),c:Tremellomycetes(0.0080),o:Tremellales(0.0032),f:Cuniculitremaceae(0.0003),g:Fellomyces(0.0005)",Eukaryota,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Fellomyces,
