"","OTU","s_A2","s_A3","s_A4","s_B1","s_B2","s_B4","s_C1","s_C2","s_C3","w_A1","w_A2","w_A3","w_A4","w_B1","w_B2","w_B3","w_B4","w_C1","w_C2","w_C3","w_C4","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"758",983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Ciliophora(0.1858),c:Intramacronucleata(0.1026),o:Spirotrichea(0.0178),f:Euplotia(0.0073),g:Diophrys(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"759",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.2258),c:Anthozoa(0.1259),o:Actiniaria(0.0212),f:Unknown_Family_1003256(0.0090),g:Unknown_Genus_1001555(0.0019)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"760",985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Ciliophora(0.1325),c:Intramacronucleata(0.0715),o:Armophorea(0.0134),f:Clevelandellida(0.0050),g:Clevelandella(0.0014)","Eukaryota","Ciliophora","Intramacronucleata","Armophorea","Clevelandellida","Clevelandella",NA
"761",986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0056),g:uncultured_9182(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","uncultured_9182",NA
"762",991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Cnidaria(0.1725),c:Anthozoa(0.0948),o:Alcyonacea(0.0167),f:Unknown_Family_1003263(0.0067),g:Unknown_Genus_1001562(0.0017)","Eukaryota","Cnidaria","Anthozoa","Alcyonacea","Unknown_Family_1003263","Unknown_Genus_1001562",NA
"763",992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4771),c:Dinophyceae(0.3594),o:Peridiniphycidae(0.2668),f:Gonyaulacales(0.1410),g:Amphidoma(0.0466)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Amphidoma",NA
"764",993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9446),p:Ciliophora(0.2392),c:Intramacronucleata(0.1337),o:Spirotrichea(0.0252),f:Hypotrichia(0.0084),g:Anteholosticha(0.0019)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Anteholosticha",NA
"765",998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Phragmoplastophyta(0.6658),c:Embryophyta(0.6858),o:Malpighiales(0.3239),f:Unknown_Family_1002941(0.2432),g:Hybanthus(0.1693)","Eukaryota","Phragmoplastophyta","Embryophyta","Malpighiales","Unknown_Family_1002941","Hybanthus",NA
"766",1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.6945),c:Diatomea(0.6858),o:Bacillariophytina(0.2803),f:Bacillariophyceae(0.1504),g:Nitzschia(0.0507)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"767",1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Ochrophyta(0.2546),c:Diatomea(0.1472),o:Coscinodiscophytina(0.0212),f:Fragilariales(0.0090),g:Licmophora(0.0019)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"768",1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.2546),c:Anthozoa(0.1472),o:Actiniaria(0.0424),f:Unknown_Family_1003256(0.0209),g:Unknown_Genus_1001555(0.0062)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"769",1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Ciliophora(0.1458),c:Intramacronucleata(0.0793),o:Spirotrichea(0.0145),f:Hypotrichia(0.0050),g:uncultured_9182(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","uncultured_9182",NA
"770",1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Basidiomycota(0.2258),c:Agaricomycetes(0.1259),o:Boletales(0.0189),f:Boletinellaceae(0.0078),g:Phlebopus(0.0018)","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus",NA
"771",1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Ochrophyta(0.2888),c:Diatomea(0.1635),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Psammodictyon(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Psammodictyon",NA
"772",1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Tunicata(0.1325),c:Ascidiacea(0.0715),o:Stolidobranchia(0.0134),f:Unknown_Family_1003632(0.0050),g:Unknown_Genus_1001333(0.0015)","Eukaryota","Tunicata","Ascidiacea","Stolidobranchia","Unknown_Family_1003632","Unknown_Genus_1001333",NA
"773",1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6281),p:Ochrophyta(0.1192),c:Diatomea(0.0637),o:Coscinodiscophytina(0.0123),f:Fragilariales(0.0044),g:Licmophora(0.0014)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"774",1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.3744),c:Diatomea(0.2614),o:Bacillariophytina(0.0424),f:Bacillariophyceae(0.0209),g:Nitzschia(0.0062)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"775",1013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Basidiomycota(0.1458),c:Agaricomycetes(0.0793),o:Polyporales(0.0145),f:Polyporaceae(0.0056),g:Polyporus(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Polyporus",NA
"776",1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6959),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0793),o:Cantharellales(0.0145),f:Hydnaceae(0.0056),g:Hydnum(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"777",1018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8316),p:Ochrophyta(0.1858),c:Diatomea(0.1026),o:Bacillariophytina(0.0178),f:Bacillariophyceae(0.0073),g:Nitzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"778",1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.5626),c:Diatomea(0.3969),o:Coscinodiscophytina(0.1632),f:Fragilariales(0.0854),g:Licmophora(0.0269)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"779",1029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Unknown_Family_1003834(0.0061),g:Unknown_Genus_1001751(0.0016)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
"780",1030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Apicomplexa(0.2546),c:Conoidasida(0.1472),o:Coccidia(0.0424),f:Eimeriorina(0.0209),g:Cystoisospora(0.0019)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Cystoisospora",NA
"781",1034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Protalveolata(0.3744),c:Syndiniales(0.2614),o:Unknown_Order_1003905(0.1632),f:Syndiniales_Group_III(0.0854),g:Unknown_Genus_1001803(0.0269)","Eukaryota","Protalveolata","Syndiniales","Unknown_Order_1003905","Syndiniales_Group_III","Unknown_Genus_1001803",NA
"782",1036,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Basidiomycota(0.1592),c:Agaricomycetes(0.0870),o:Boletales(0.0134),f:Boletinellaceae(0.0050),g:Phlebopus(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus",NA
"783",1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Hymenochaetales(0.0134),f:Rickenellaceae(0.0050),g:Skvortzovia(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Rickenellaceae","Skvortzovia",NA
"784",1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.4257),c:Chlorophyceae(0.2614),o:Unknown_Order_1002976(0.1287),f:Unknown_Family_1002977(0.0670),g:Unknown_Genus_1001093(0.0210)","Eukaryota","Unknown_Phylum_1002968","Chlorophyceae","Unknown_Order_1002976","Unknown_Family_1002977","Unknown_Genus_1001093",NA
"785",1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Mollusca(0.7879),c:Bivalvia(0.8316),o:Myoida(0.3462),f:Unknown_Family_1003495(0.2124),g:Unknown_Genus_1001390(0.1114)","Eukaryota","Mollusca","Bivalvia","Myoida","Unknown_Family_1003495","Unknown_Genus_1001390",NA
"786",1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.5829),p:Apicomplexa(0.1058),c:Aconoidasida(0.0559),o:Piroplasmorida(0.0112),f:Unknown_Family_1003818(0.0039),g:Theileria(0.0013)","Eukaryota","Apicomplexa","Aconoidasida","Piroplasmorida","Unknown_Family_1003818","Theileria",NA
"787",1050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Arthropoda(0.1592),c:Arachnida(0.0870),o:Unknown_Order_1003345(0.0156),f:Unknown_Family_1003346(0.0061),g:Unknown_Genus_1001214(0.0016)","Eukaryota","Arthropoda","Arachnida","Unknown_Order_1003345","Unknown_Family_1003346","Unknown_Genus_1001214",NA
"788",1052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4771),c:Diatomea(0.3594),o:Bacillariophytina(0.1115),f:Bacillariophyceae(0.0578),g:Nitzschia(0.0150)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"789",1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Ciliophora(0.2125),c:Intramacronucleata(0.1181),o:Spirotrichea(0.0189),f:Euplotia(0.0078),g:Diophrys(0.0018)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"790",1059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0212),f:Bacillariophyceae(0.0090),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"791",1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.4257),c:Dinophyceae(0.3104),o:Incertae_Sedis_9268(0.2150),f:Unknown_Family_1003854(0.1131),g:Azadinium(0.0357)","Eukaryota","Dinoflagellata","Dinophyceae","Incertae_Sedis_9268","Unknown_Family_1003854","Azadinium",NA
"792",1064,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Cantharellales(0.0134),f:Hydnaceae(0.0050),g:Hydnum(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"793",1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Basidiomycota(0.1725),c:Agaricomycetes(0.0870),o:Boletales(0.0145),f:Boletinellaceae(0.0056),g:Phlebopus(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Boletales","Boletinellaceae","Phlebopus",NA
"794",1068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Ciliophora(0.1592),c:Intramacronucleata(0.0870),o:Spirotrichea(0.0156),f:Euplotia(0.0056),g:Diophrys(0.0015)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"795",1074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Apicomplexa(0.3231),c:Conoidasida(0.2125),o:Coccidia(0.1115),f:Eimeriorina(0.0578),g:Goussia(0.0121)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Goussia",NA
"796",1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6281),p:Dinoflagellata(0.1058),c:Dinophyceae(0.0559),o:Gymnodiniphycidae(0.0112),f:Unknown_Family_1003853(0.0039),g:Gyrodinium(0.0013)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Unknown_Family_1003853","Gyrodinium",NA
"797",1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0948),o:Prorocentrales(0.0167),f:Unknown_Family_1003856(0.0067),g:Prorocentrum(0.0017)","Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Unknown_Family_1003856","Prorocentrum",NA
"798",1082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cryptomonadales(0.3231),c:Unknown_Class_1003091(0.2125),o:Unknown_Order_1003092(0.1115),f:Unknown_Family_1003093(0.0578),g:Teleaulax(0.0121)","Eukaryota","Cryptomonadales","Unknown_Class_1003091","Unknown_Order_1003092","Unknown_Family_1003093","Teleaulax",NA
"799",1084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7185),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0145),f:Bacillariophyceae(0.0056),g:Nitzschia(0.0015)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"800",1085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Cnidaria(0.2392),c:Anthozoa(0.1337),o:Actiniaria(0.0252),f:Unknown_Family_1003256(0.0117),g:Unknown_Genus_1001555(0.0032)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"801",1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Ciliophora(0.1058),c:Intramacronucleata(0.0559),o:Spirotrichea(0.0112),f:Hypotrichia(0.0039),g:Unknown_Genus_1001753(0.0013)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Hypotrichia","Unknown_Genus_1001753",NA
"802",1087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ochrophyta(0.4428),c:Diatomea(0.2941),o:Coscinodiscophytina(0.0769),f:Fragilariales(0.0394),g:Licmophora(0.0121)","Eukaryota","Ochrophyta","Diatomea","Coscinodiscophytina","Fragilariales","Licmophora",NA
"803",1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2392),c:Dinophyceae(0.1337),o:Gymnodiniphycidae(0.0212),f:Gymnodinium_clade(0.0090),g:Gymnodinium(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium",NA
"804",1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Dinoflagellata(0.2546),c:Dinophyceae(0.1472),o:Gymnodiniphycidae(0.0424),f:Gymnodinium_clade(0.0117),g:Gymnodinium(0.0032)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Gymnodinium",NA
"805",1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7638),p:Dinoflagellata(0.1725),c:Dinophyceae(0.0870),o:Dinophysiales(0.0156),f:Unknown_Family_1003852(0.0061),g:Sinophysis(0.0016)","Eukaryota","Dinoflagellata","Dinophyceae","Dinophysiales","Unknown_Family_1003852","Sinophysis",NA
"806",1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Cnidaria(0.1458),c:Hydrozoa(0.0793),o:Siphonophorae(0.0145),f:Unknown_Family_1003272(0.0056),g:Unknown_Genus_1001570(0.0015)","Eukaryota","Cnidaria","Hydrozoa","Siphonophorae","Unknown_Family_1003272","Unknown_Genus_1001570",NA
"807",1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9220),p:Ochrophyta(0.3060),c:Diatomea(0.1961),o:Bacillariophytina(0.0201),f:Bacillariophyceae(0.0084),g:Nitzschia(0.0019)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"808",1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.4086),c:Chlorophyceae(0.2125),o:Unknown_Order_1002976(0.1115),f:Unknown_Family_1002977(0.0578),g:Unknown_Genus_1001093(0.0180)","Eukaryota","Unknown_Phylum_1002968","Chlorophyceae","Unknown_Order_1002976","Unknown_Family_1002977","Unknown_Genus_1001093",NA
"809",1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Cnidaria(0.1725),c:Anthozoa(0.0948),o:Alcyonacea(0.0167),f:Unknown_Family_1003263(0.0067),g:Unknown_Genus_1001562(0.0017)","Eukaryota","Cnidaria","Anthozoa","Alcyonacea","Unknown_Family_1003263","Unknown_Genus_1001562",NA
"810",1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Ciliophora(0.5652),c:Intramacronucleata(0.4036),o:Spirotrichea(0.3242),f:Choreotrichia(0.1038),g:uncultured_9117(0.0298)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Choreotrichia","uncultured_9117",NA
"811",1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6733),p:Basidiomycota(0.1325),c:Agaricomycetes(0.0715),o:Trechisporales(0.0134),f:Hydnodontaceae(0.0050),g:uncultured_8267(0.0015)","Eukaryota","Basidiomycota","Agaricomycetes","Trechisporales","Hydnodontaceae","uncultured_8267",NA
"812",1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6055),p:Basidiomycota(0.1192),c:Agaricomycetes(0.0637),o:Cantharellales(0.0123),f:Hydnaceae(0.0044),g:Hydnum(0.0014)","Eukaryota","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Hydnum",NA
"813",1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Dinoflagellata(0.1592),c:Dinophyceae(0.0870),o:Gymnodiniphycidae(0.0156),f:Gymnodinium_clade(0.0061),g:Erythropsidinium(0.0016)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Gymnodinium_clade","Erythropsidinium",NA
"814",1126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Unknown_Phylum_1002968(0.3060),c:Chlorophyceae(0.1961),o:Unknown_Order_1002976(0.0597),f:Unknown_Family_1002977(0.0302),g:Unknown_Genus_1001093(0.0091)","Eukaryota","Unknown_Phylum_1002968","Chlorophyceae","Unknown_Order_1002976","Unknown_Family_1002977","Unknown_Genus_1001093",NA
"815",1127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Protalveolata(0.2392),c:Syndiniales(0.1337),o:Unknown_Order_1003905(0.0252),f:Unknown_Family_1003906(0.0117),g:Amoebophrya(0.0032)","Eukaryota","Protalveolata","Syndiniales","Unknown_Order_1003905","Unknown_Family_1003906","Amoebophrya",NA
"816",1131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Euplotia(0.0067),g:Diophrys(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"817",1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8542),p:Basidiomycota(0.1858),c:Agaricomycetes(0.1026),o:Polyporales(0.0178),f:Polyporaceae(0.0073),g:Perenniporia(0.0017)","Eukaryota","Basidiomycota","Agaricomycetes","Polyporales","Polyporaceae","Perenniporia",NA
"818",1138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9672),p:Dinoflagellata(0.2125),c:Dinophyceae(0.1181),o:Peridiniphycidae(0.0201),f:Thoracosphaeraceae(0.0084),g:Scrippsiella(0.0019)","Eukaryota","Dinoflagellata","Dinophyceae","Peridiniphycidae","Thoracosphaeraceae","Scrippsiella",NA
"819",1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Discosea(0.2392),c:Longamoebia(0.1337),o:Centramoebida(0.0252),f:Unknown_Family_1002759(0.0117),g:Acanthamoeba(0.0032)","Eukaryota","Discosea","Longamoebia","Centramoebida","Unknown_Family_1002759","Acanthamoeba",NA
"820",1146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(1.0000),p:Protalveolata(0.7100),c:Syndiniales(0.7732),o:Unknown_Order_1003905(0.7824),f:Unknown_Family_1003906(0.8281),g:Amoebophrya(0.8285)","Eukaryota","Protalveolata","Syndiniales","Unknown_Order_1003905","Unknown_Family_1003906","Amoebophrya",NA
"821",1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.9898),p:Cnidaria(0.2546),c:Anthozoa(0.1337),o:Actiniaria(0.0252),f:Unknown_Family_1003256(0.0117),g:Unknown_Genus_1001555(0.0032)","Eukaryota","Cnidaria","Anthozoa","Actiniaria","Unknown_Family_1003256","Unknown_Genus_1001555",NA
"822",1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Ochrophyta(0.2258),c:Diatomea(0.1259),o:Bacillariophytina(0.0189),f:Bacillariophyceae(0.0078),g:Hantzschia(0.0017)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Hantzschia",NA
"823",1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8994),p:Basidiomycota(0.1992),c:Agaricomycetes(0.1104),o:Hymenochaetales(0.0189),f:Tubulicrinaceae(0.0078),g:Hyphodontia(0.0018)","Eukaryota","Basidiomycota","Agaricomycetes","Hymenochaetales","Tubulicrinaceae","Hyphodontia",NA
"824",1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7411),p:Apicomplexa(0.1458),c:Conoidasida(0.0793),o:Coccidia(0.0145),f:Eimeriorina(0.0056),g:Cystoisospora(0.0015)","Eukaryota","Apicomplexa","Conoidasida","Coccidia","Eimeriorina","Cystoisospora",NA
"825",1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.7864),p:Ochrophyta(0.1725),c:Diatomea(0.0948),o:Bacillariophytina(0.0167),f:Bacillariophyceae(0.0067),g:Nitzschia(0.0016)","Eukaryota","Ochrophyta","Diatomea","Bacillariophytina","Bacillariophyceae","Nitzschia",NA
"826",1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.6507),p:Dinoflagellata(0.1325),c:Dinophyceae(0.0715),o:Gymnodiniphycidae(0.0123),f:Suessiaceae(0.0044),g:Symbiodinium(0.0014)","Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniphycidae","Suessiaceae","Symbiodinium",NA
"827",1165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8768),p:Ciliophora(0.1858),c:Intramacronucleata(0.1026),o:Spirotrichea(0.0178),f:Euplotia(0.0073),g:Diophrys(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Euplotia","Diophrys",NA
"828",1170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Eukaryota(0.8090),p:Ciliophora(0.1725),c:Intramacronucleata(0.0948),o:Spirotrichea(0.0167),f:Unknown_Family_1003834(0.0067),g:Unknown_Genus_1001751(0.0017)","Eukaryota","Ciliophora","Intramacronucleata","Spirotrichea","Unknown_Family_1003834","Unknown_Genus_1001751",NA
