"","OTU","SAMPLE_123257","SAMPLE_123258","SAMPLE_123259","SAMPLE_123260","SAMPLE_123261","SAMPLE_123262","SAMPLE_123263","SAMPLE_123264","SAMPLE_123265","SAMPLE_123266","SAMPLE_123267","SAMPLE_123268","SAMPLE_123269","SAMPLE_123270","SAMPLE_123271","SAMPLE_123272","SAMPLE_123273","SAMPLE_123274","SAMPLE_123276","SAMPLE_123277","SAMPLE_123278","SAMPLE_123279","SAMPLE_123280","Taxa","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1397",1668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Epsilonproteobacteria(0.5957),o:Campylobacterales(0.2011),f:Campylobacteraceae(0.0619),g:Sulfurospirillum(0.0035)","Bacteria","Proteobacteria","Epsilonproteobacteria","Campylobacterales","Campylobacteraceae","Sulfurospirillum",NA
"1398",1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.8522),c:Gammaproteobacteria(0.6688),o:NKB5(0.5939),f:Unknown_Family_1002620(0.4137),g:Unknown_Genus_1000931(0.1264)","Bacteria","Proteobacteria","Gammaproteobacteria","NKB5","Unknown_Family_1002620","Unknown_Genus_1000931",NA
"1399",1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9678),c:Alphaproteobacteria(0.9778),o:Rhizobiales(0.9796),f:Hyphomicrobiaceae(0.9803),g:Filomicrobium(0.9601)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Filomicrobium",NA
"1400",1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Deltaproteobacteria(0.2266),o:Desulfobacterales(0.1483),f:Nitrospinaceae(0.0619),g:uncultured_3155(0.0035)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Nitrospinaceae","uncultured_3155",NA
"1401",1673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9672),c:Sphingobacteriia(0.8339),o:Sphingobacteriales(0.7223),f:Saprospiraceae(0.5123),g:uncultured_1272(0.0972)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","uncultured_1272",NA
"1402",1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Sphingobacteriia(0.3335),o:Sphingobacteriales(0.2011),f:Chitinophagaceae(0.1002),g:uncultured_1252(0.0061)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1403",1675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7179),c:Deltaproteobacteria(0.5474),o:Myxococcales(0.3172),f:P3OB_42(0.1934),g:Unknown_Genus_1000845(0.0176)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB_42","Unknown_Genus_1000845",NA
"1404",1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9571),c:Alphaproteobacteria(0.9573),o:Rhizobiales(0.8343),f:Hyphomicrobiaceae(0.7424),g:Hyphomicrobium(0.3044)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"1405",1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.8522),c:Flavobacteriia(0.7160),o:Flavobacteriales(0.6244),f:Cryomorphaceae(0.4319),g:Owenweeksia(0.1411)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA
"1406",1678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.5957),o:Sphingobacteriales(0.3877),f:Chitinophagaceae(0.2467),g:uncultured_1252(0.0247)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1407",1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9858),c:Deltaproteobacteria(0.9838),o:Desulfobacterales(0.9826),f:Desulfobacteraceae(0.9838),g:uncultured_3138(0.8429)","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","uncultured_3138",NA
"1408",1681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.3446),c:Alphaproteobacteria(0.1546),o:Rickettsiales(0.0741),f:AKIW1012(0.0084),g:Unknown_Genus_1000720(0.0005)","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","AKIW1012","Unknown_Genus_1000720",NA
"1409",1685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9698),c:OM190(0.9302),o:Unknown_Order_1002492(0.8623),f:Unknown_Family_1002493(0.8804),g:Unknown_Genus_1000622(0.8898)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1410",1686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7233),c:Sphingobacteriia(0.6032),o:Sphingobacteriales(0.4230),f:Chitinophagaceae(0.2733),g:uncultured_1252(0.0283)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1411",1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Spirochaetae(0.7992),c:Spirochaetes(0.7867),o:Spirochaetales(0.6701),f:Spirochaetaceae(0.5583),g:Spirochaeta_2(0.2159)","Bacteria","Spirochaetae","Spirochaetes","Spirochaetales","Spirochaetaceae","Spirochaeta_2",NA
"1412",1689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.7206),c:Clostridia(0.6254),o:Clostridiales(0.5288),f:Family_XI_1936(0.1668),g:Sedimentibacter(0.0140)","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI_1936","Sedimentibacter",NA
"1413",1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.8699),c:Ardenticatenia(0.6477),o:uncultured_1400(0.5786),f:Unknown_Family_1002246(0.3956),g:Unknown_Genus_1000376(0.1118)","Bacteria","Chloroflexi","Ardenticatenia","uncultured_1400","Unknown_Family_1002246","Unknown_Genus_1000376",NA
"1414",1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9731),c:Flavobacteriia(0.9775),o:Flavobacteriales(0.9832),f:Cryomorphaceae(0.9831),g:Owenweeksia(0.9772)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA
"1415",1694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.5814),p:Cyanobacteria(0.0386),c:Cyanobacteria(0.0252),o:SubsectionIII(0.0061),f:FamilyI_1536(0.0030),g:Unknown_Genus_1000446(0.0002)","Bacteria","Cyanobacteria","Cyanobacteria","SubsectionIII","FamilyI_1536","Unknown_Genus_1000446",NA
"1416",1697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(1.0000),p:Woesearchaeota__DHVEG_6_(0.8522),c:Unknown_Class_1002110(0.8575),o:Unknown_Order_1002111(0.7503),f:Unknown_Family_1002112(0.6964),g:Unknown_Genus_1000128(0.7470)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"1417",1701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6647),c:Flavobacteriia(0.2266),o:Flavobacteriales(0.1483),f:Cryomorphaceae(0.0619),g:Owenweeksia(0.0035)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA
"1418",1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Archaea(0.8805),p:Woesearchaeota__DHVEG_6_(0.7152),c:Unknown_Class_1002110(0.6106),o:Unknown_Order_1002111(0.4582),f:Unknown_Family_1002112(0.2999),g:Unknown_Genus_1000128(0.0386)","Archaea","Woesearchaeota__DHVEG_6_","Unknown_Class_1002110","Unknown_Order_1002111","Unknown_Family_1002112","Unknown_Genus_1000128",NA
"1419",1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Deltaproteobacteria(0.6106),o:Sh765B_TzT_29(0.4582),f:Unknown_Family_1002579(0.2999),g:Unknown_Genus_1000858(0.0386)","Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B_TzT_29","Unknown_Family_1002579","Unknown_Genus_1000858",NA
"1420",1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9858),c:Deltaproteobacteria(0.9775),o:Sh765B_TzT_29(0.9828),f:Unknown_Family_1002579(0.9836),g:Unknown_Genus_1000858(0.9756)","Bacteria","Proteobacteria","Deltaproteobacteria","Sh765B_TzT_29","Unknown_Family_1002579","Unknown_Genus_1000858",NA
"1421",1712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9406),c:Alphaproteobacteria(0.9356),o:Rhizobiales(0.7223),f:Phyllobacteriaceae(0.5123),g:Pseudahrensia(0.2159)","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Pseudahrensia",NA
"1422",1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.9303),p:Planctomycetes(0.1882),c:OM190(0.0568),o:Unknown_Order_1002492(0.0212),f:Unknown_Family_1002493(0.0078),g:Unknown_Genus_1000622(0.0004)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1423",1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Gracilibacteria(0.9665),c:Unknown_Class_1002391(0.9786),o:Unknown_Order_1002392(0.9826),f:Unknown_Family_1002393(0.9838),g:Unknown_Genus_1000568(0.9753)","Bacteria","Gracilibacteria","Unknown_Class_1002391","Unknown_Order_1002392","Unknown_Family_1002393","Unknown_Genus_1000568",NA
"1424",1721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9731),c:Pla4_lineage(0.9356),o:Unknown_Order_1002516(0.8903),f:Unknown_Family_1002517(0.8971),g:Unknown_Genus_1000650(0.9132)","Bacteria","Planctomycetes","Pla4_lineage","Unknown_Order_1002516","Unknown_Family_1002517","Unknown_Genus_1000650",NA
"1425",1722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Chitinophagaceae(0.2999),g:uncultured_1252(0.0386)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1426",1723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Actinobacteria(0.9582),c:Acidimicrobiia(0.9410),o:Acidimicrobiales(0.9182),f:OM1_clade(0.7884),g:Unknown_Genus_1000184(0.8429)","Bacteria","Actinobacteria","Acidimicrobiia","Acidimicrobiales","OM1_clade","Unknown_Genus_1000184",NA
"1427",1724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.4500),c:Alphaproteobacteria(0.0942),o:Alphaproteobacteria_Incertae_Sedis_2382(0.0501),f:Unknown_Family_2383(0.0173),g:Eilatimonas(0.0008)","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_Incertae_Sedis_2382","Unknown_Family_2383","Eilatimonas",NA
"1428",1725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.6924),c:Flavobacteriia(0.3870),o:Flavobacteriales(0.2275),f:Cryomorphaceae(0.1002),g:Owenweeksia(0.0061)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Owenweeksia",NA
"1429",1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7992),c:Gammaproteobacteria(0.6477),o:KI89A_clade(0.5634),f:Unknown_Family_1002615(0.3775),g:Unknown_Genus_1000914(0.0972)","Bacteria","Proteobacteria","Gammaproteobacteria","KI89A_clade","Unknown_Family_1002615","Unknown_Genus_1000914",NA
"1430",1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Gracilibacteria(0.9691),c:Unknown_Class_1002391(0.9775),o:Unknown_Order_1002392(0.9834),f:Unknown_Family_1002393(0.9829),g:Unknown_Genus_1000568(0.9780)","Bacteria","Gracilibacteria","Unknown_Class_1002391","Unknown_Order_1002392","Unknown_Family_1002393","Unknown_Genus_1000568",NA
"1431",1730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.8306),p:Lentisphaerae(0.2058),c:Oligosphaeria(0.0609),o:Unknown_Order_1002450(0.0171),f:Unknown_Family_1002451(0.0065),g:Unknown_Genus_1000593(0.0004)","Bacteria","Lentisphaerae","Oligosphaeria","Unknown_Order_1002450","Unknown_Family_1002451","Unknown_Genus_1000593",NA
"1432",1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7638),c:Sphingobacteriia(0.6329),o:Sphingobacteriales(0.5481),f:Saprospiraceae(0.2999),g:Phaeodactylibacter(0.0212)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Phaeodactylibacter",NA
"1433",1735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(0.6064),p:Planctomycetes(0.0476),c:Pla3_lineage(0.0282),o:Unknown_Order_1002514(0.0070),f:Unknown_Family_1002515(0.0034),g:Unknown_Genus_1000649(0.0003)","Bacteria","Planctomycetes","Pla3_lineage","Unknown_Order_1002514","Unknown_Family_1002515","Unknown_Genus_1000649",NA
"1434",1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.9230),c:Subgroup_22(0.7867),o:Unknown_Order_1002151(0.6701),f:Unknown_Family_1002152(0.5583),g:Unknown_Genus_1000179(0.4815)","Bacteria","Acidobacteria","Subgroup_22","Unknown_Order_1002151","Unknown_Family_1002152","Unknown_Genus_1000179",NA
"1435",1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7152),c:Gammaproteobacteria(0.5474),o:Oceanospirillales(0.2011),f:Alcanivoracaceae(0.1002),g:Alcanivorax(0.0061)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax",NA
"1436",1742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.7315),c:Sphingobacteriia(0.6106),o:Sphingobacteriales(0.4582),f:Chitinophagaceae(0.2999),g:uncultured_1252(0.0283)","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","uncultured_1252",NA
"1437",1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Planctomycetes(0.9406),c:OM190(0.8810),o:Unknown_Order_1002492(0.7783),f:Unknown_Family_1002493(0.7424),g:Unknown_Genus_1000622(0.8194)","Bacteria","Planctomycetes","OM190","Unknown_Order_1002492","Unknown_Family_1002493","Unknown_Genus_1000622",NA
"1438",1744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Oligoflexales(0.5939),f:Oligoflexaceae(0.4137),g:Unknown_Genus_1000854(0.1264)","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","Unknown_Genus_1000854",NA
"1439",1746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.5957),o:WN_HWB_116(0.3524),f:Unknown_Family_1002630(0.2201),g:Unknown_Genus_1000982(0.0212)","Bacteria","Proteobacteria","Gammaproteobacteria","WN_HWB_116","Unknown_Family_1002630","Unknown_Genus_1000982",NA
"1440",1747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7462),c:Deltaproteobacteria(0.7160),o:Bdellovibrionales(0.6091),f:Bacteriovoracaceae(0.4319),g:Peredibacter(0.0176)","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"1441",1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Omnitrophica(0.4500),c:NPL_UPA2(0.2266),o:Unknown_Order_1002474(0.1483),f:Unknown_Family_1002475(0.0619),g:Unknown_Genus_1000614(0.0035)","Bacteria","Omnitrophica","NPL_UPA2","Unknown_Order_1002474","Unknown_Family_1002475","Unknown_Genus_1000614",NA
"1442",1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Chloroflexi(0.5263),c:uncultured(0.1244),o:Unknown_Order_1002295(0.0741),f:Unknown_Family_1002296(0.0243),g:Unknown_Genus_1000423(0.0011)","Bacteria","Chloroflexi","uncultured","Unknown_Order_1002295","Unknown_Family_1002296","Unknown_Genus_1000423",NA
"1443",1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Omnitrophica(0.9539),c:NPL_UPA2(0.8810),o:Unknown_Order_1002474(0.7783),f:Unknown_Family_1002475(0.7424),g:Unknown_Genus_1000614(0.8194)","Bacteria","Omnitrophica","NPL_UPA2","Unknown_Order_1002474","Unknown_Family_1002475","Unknown_Genus_1000614",NA
"1444",1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Deferribacteres(0.4987),c:Deferribacteres_Incertae_Sedis_11258(0.2800),o:Unknown_Order_11259(0.1747),f:Unknown_Family_11260(0.0810),g:Caldithrix(0.0048)","Bacteria","Deferribacteres","Deferribacteres_Incertae_Sedis_11258","Unknown_Order_11259","Unknown_Family_11260","Caldithrix",NA
"1445",1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9603),c:Flavobacteriia(0.9302),o:Flavobacteriales(0.8623),f:Cryomorphaceae(0.8344),g:uncultured_1108(0.8429)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","uncultured_1108",NA
"1446",1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Lentisphaerae(0.9718),c:Oligosphaeria(0.9778),o:Unknown_Order_1002450(0.9836),f:Unknown_Family_1002451(0.9827),g:Unknown_Genus_1000593(0.9789)","Bacteria","Lentisphaerae","Oligosphaeria","Unknown_Order_1002450","Unknown_Family_1002451","Unknown_Genus_1000593",NA
"1447",1768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9592),c:Gammaproteobacteria(0.9573),o:Oceanospirillales(0.9182),f:Alcanivoracaceae(0.9075),g:Kangiella(0.9367)","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Kangiella",NA
"1448",1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9804),c:Bacteroidia(0.9627),o:Bacteroidales(0.9733),f:Marinilabiaceae(0.9491),g:Carboxylicivirga(0.9734)","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiaceae","Carboxylicivirga",NA
"1449",1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Cyanobacteria(0.5540),c:ML635J_21(0.3870),o:Unknown_Order_1002344(0.2275),f:Unknown_Family_1002345(0.1193),g:Unknown_Genus_1000454(0.0073)","Bacteria","Cyanobacteria","ML635J_21","Unknown_Order_1002344","Unknown_Family_1002345","Unknown_Genus_1000454",NA
"1450",1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.5263),c:Flavobacteriia(0.3335),o:Flavobacteriales(0.2011),f:Flavobacteriaceae(0.0312),g:Cellulophaga(0.0014)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Cellulophaga",NA
"1451",1775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.5540),c:Deltaproteobacteria(0.2266),o:Myxococcales(0.0741),f:P3OB_42(0.0243),g:Unknown_Genus_1000845(0.0011)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB_42","Unknown_Genus_1000845",NA
"1452",1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9635),c:Flavobacteriia(0.9410),o:Flavobacteriales(0.9182),f:Flavobacteriaceae(0.9075),g:Maritimimonas(0.9367)","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maritimimonas",NA
"1453",1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Latescibacteria(0.2058),c:Unknown_Class_1002406(0.0650),o:Unknown_Order_1002407(0.0262),f:Unknown_Family_1002408(0.0103),g:Unknown_Genus_1000573(0.0006)","Bacteria","Latescibacteria","Unknown_Class_1002406","Unknown_Order_1002407","Unknown_Family_1002408","Unknown_Genus_1000573",NA
"1454",1782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:PAUC34f(0.8169),c:Unknown_Class_1002479(0.8103),o:Unknown_Order_1002480(0.6943),f:Unknown_Family_1002481(0.6043),g:Unknown_Genus_1000616(0.5700)","Bacteria","PAUC34f","Unknown_Class_1002479","Unknown_Order_1002480","Unknown_Family_1002481","Unknown_Genus_1000616",NA
"1455",1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Firmicutes(0.2058),c:OPB54(0.0650),o:Unknown_Order_1002379(0.0262),f:Unknown_Family_1002380(0.0103),g:Unknown_Genus_1000552(0.0006)","Bacteria","Firmicutes","OPB54","Unknown_Order_1002379","Unknown_Family_1002380","Unknown_Genus_1000552",NA
"1456",1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(1.0000),c:Alphaproteobacteria(0.9785),o:Sphingomonadales(0.9821),f:Sphingomonadales_Incertae_Sedis_2859(0.9841),g:Kiloniella(0.9751)","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadales_Incertae_Sedis_2859","Kiloniella",NA
"1457",1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Acidobacteria(0.9550),c:Subgroup_22(0.8339),o:Unknown_Order_1002151(0.7223),f:Unknown_Family_1002152(0.6504),g:Unknown_Genus_1000179(0.6585)","Bacteria","Acidobacteria","Subgroup_22","Unknown_Order_1002151","Unknown_Family_1002152","Unknown_Genus_1000179",NA
"1458",1792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Bacteroidetes(0.9744),c:Cytophagia(0.9775),o:Cytophagales(0.9832),f:Flammeovirgaceae(0.9838),g:Marinoscillum(0.9753)","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Flammeovirgaceae","Marinoscillum",NA
"1459",1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.7315),c:Gammaproteobacteria(0.6180),o:Legionellales(0.4935),f:Legionellaceae(0.3231),g:Legionella(0.0533)","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella",NA
"1460",1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"d:Bacteria(1.0000),p:Proteobacteria(0.9624),c:Deltaproteobacteria(0.9681),o:Myxococcales(0.9707),f:P3OB_42(0.9283),g:Unknown_Genus_1000845(0.9729)","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB_42","Unknown_Genus_1000845",NA
